image;speed;steering_angle;x;y;psi;ptsx;ptsy
sample_data/225.jpg;30.16551;-0.10493125021457672;-172.3959;-108.6709;5.030761;[-175.0817, -170.3617, -164.4217, -158.9417, -146.6317, -134.6765];[-100.3206, -115.129, -124.5206, -131.399, -141.329, -147.489]
sample_data/226.jpg;30.16217;-0.11586712300777435;-171.9375;-109.9389;5.054551;[-175.0817, -170.3617, -164.4217, -158.9417, -146.6317, -134.6765];[-100.3206, -115.129, -124.5206, -131.399, -141.329, -147.489]
sample_data/227.jpg;30.15993;-0.09173978865146637;-171.5502;-110.9456;5.073164;[-175.0817, -170.3617, -164.4217, -158.9417, -146.6317, -134.6765];[-100.3206, -115.129, -124.5206, -131.399, -141.329, -147.489]
sample_data/228.jpg;30.15746;-0.1095295399427414;-171.04;-112.1936;5.096329;[-175.0817, -170.3617, -164.4217, -158.9417, -146.6317, -134.6765];[-100.3206, -115.129, -124.5206, -131.399, -141.329, -147.489]
sample_data/229.jpg;30.15513;-0.09354178607463837;-170.5038;-113.4304;5.118143;[-175.0817, -170.3617, -164.4217, -158.9417, -146.6317, -134.6765];[-100.3206, -115.129, -124.5206, -131.399, -141.329, -147.489]
sample_data/230.jpg;30.15288;-0.1107388362288475;-170.0554;-114.4111;5.135509;[-175.0817, -170.3617, -164.4217, -158.9417, -146.6317, -134.6765];[-100.3206, -115.129, -124.5206, -131.399, -141.329, -147.489]
sample_data/231.jpg;30.14977;-0.09384642541408539;-169.4724;-115.6264;5.156556;[-170.3617, -164.4217, -158.9417, -146.6317, -134.6765, -126.4965];[-115.129, -124.5206, -131.399, -141.329, -147.489, -150.849]
sample_data/232.jpg;30.14717;-0.08257843554019928;-168.9871;-116.5892;5.173617;[-170.3617, -164.4217, -158.9417, -146.6317, -134.6765, -126.4965];[-115.129, -124.5206, -131.399, -141.329, -147.489, -150.849]
sample_data/233.jpg;30.14518;-0.09693459421396255;-168.359;-117.7814;5.194097;[-170.3617, -164.4217, -158.9417, -146.6317, -134.6765, -126.4965];[-115.129, -124.5206, -131.399, -141.329, -147.489, -150.849]
sample_data/234.jpg;30.14306;-0.057036370038986206;-167.8403;-118.7265;5.20966;[-170.3617, -164.4217, -158.9417, -146.6317, -134.6765, -126.4965];[-115.129, -124.5206, -131.399, -141.329, -147.489, -150.849]
sample_data/235.jpg;30.14068;-0.0801938995718956;-167.1716;-119.8963;5.228771;[-170.3617, -164.4217, -158.9417, -146.6317, -134.6765, -126.4965];[-115.129, -124.5206, -131.399, -141.329, -147.489, -150.849]
sample_data/236.jpg;30.13913;-0.0871729850769043;-166.6233;-120.8243;5.242372;[-170.3617, -164.4217, -158.9417, -146.6317, -134.6765, -126.4965];[-115.129, -124.5206, -131.399, -141.329, -147.489, -150.849]
sample_data/237.jpg;30.13583;-0.07191134989261627;-165.9203;-121.9736;5.259194;[-170.3617, -164.4217, -158.9417, -146.6317, -134.6765, -126.4965];[-115.129, -124.5206, -131.399, -141.329, -147.489, -150.849]
sample_data/238.jpg;30.13327;-0.04472711682319641;-165.3436;-122.8839;5.272892;[-170.3617, -164.4217, -158.9417, -146.6317, -134.6765, -126.4965];[-115.129, -124.5206, -131.399, -141.329, -147.489, -150.849]
sample_data/239.jpg;30.13156;-0.10833515971899033;-164.6066;-124.0115;5.288973;[-170.3617, -164.4217, -158.9417, -146.6317, -134.6765, -126.4965];[-115.129, -124.5206, -131.399, -141.329, -147.489, -150.849]
sample_data/240.jpg;30.12697;-0.08064436912536621;-163.8546;-125.1289;5.303274;[-164.4217, -158.9417, -146.6317, -134.6765, -126.4965, -108.5617];[-124.5206, -131.399, -141.329, -147.489, -150.849, -155.499]
sample_data/241.jpg;30.12266;-0.11410533636808395;-163.2386;-126.0127;5.316504;[-164.4217, -158.9417, -146.6317, -134.6765, -126.4965, -108.5617];[-124.5206, -131.399, -141.329, -147.489, -150.849, -155.499]
sample_data/242.jpg;30.1181;-0.1351158320903778;-162.4516;-127.1053;5.333597;[-164.4217, -158.9417, -146.6317, -134.6765, -126.4965, -108.5617];[-124.5206, -131.399, -141.329, -147.489, -150.849, -155.499]
sample_data/243.jpg;30.11171;-0.11150899529457092;-161.8058;-127.9671;5.349371;[-164.4217, -158.9417, -146.6317, -134.6765, -126.4965, -108.5617];[-124.5206, -131.399, -141.329, -147.489, -150.849, -155.499]
sample_data/244.jpg;30.10621;-0.16128183901309967;-160.9756;-129.0265;5.371948;[-164.4217, -158.9417, -146.6317, -134.6765, -126.4965, -108.5617];[-124.5206, -131.399, -141.329, -147.489, -150.849, -155.499]
sample_data/245.jpg;30.10059;-0.18821927905082703;-160.2935;-129.8594;5.390966;[-164.4217, -158.9417, -146.6317, -134.6765, -126.4965, -108.5617];[-124.5206, -131.399, -141.329, -147.489, -150.849, -155.499]
sample_data/246.jpg;30.08903;-0.2289719581604004;-159.4138;-130.8772;5.418752;[-164.4217, -158.9417, -146.6317, -134.6765, -126.4965, -108.5617];[-124.5206, -131.399, -141.329, -147.489, -150.849, -155.499]
sample_data/247.jpg;30.07487;-0.22783339023590088;-158.6851;-131.6686;5.444989;[-158.9417, -146.6317, -134.6765, -126.4965, -108.5617, -95.20645];[-131.399, -141.329, -147.489, -150.849, -155.499, -157.609]
sample_data/248.jpg;30.05991;-0.20874358713626862;-157.7389;-132.623;5.483552;[-158.9417, -146.6317, -134.6765, -126.4965, -108.5617, -95.20645];[-131.399, -141.329, -147.489, -150.849, -155.499, -157.609]
sample_data/249.jpg;30.05484;-0.2330477386713028;-156.7533;-133.536;5.52554;[-158.9417, -146.6317, -134.6765, -126.4965, -108.5617, -95.20645];[-131.399, -141.329, -147.489, -150.849, -155.499, -157.609]
sample_data/250.jpg;30.05245;-0.21260488033294678;-155.9376;-134.2358;5.559872;[-158.9417, -146.6317, -134.6765, -126.4965, -108.5617, -95.20645];[-131.399, -141.329, -147.489, -150.849, -155.499, -157.609]
sample_data/251.jpg;30.05059;-0.14728158712387085;-154.8837;-135.0687;5.604431;[-158.9417, -146.6317, -134.6765, -126.4965, -108.5617, -95.20645];[-131.399, -141.329, -147.489, -150.849, -155.499, -157.609]
sample_data/252.jpg;30.05631;-0.09881305694580078;-154.0157;-135.7025;5.639101;[-158.9417, -146.6317, -134.6765, -126.4965, -108.5617, -95.20645];[-131.399, -141.329, -147.489, -150.849, -155.499, -157.609]
sample_data/253.jpg;30.06686;-0.03518802672624588;-152.9064;-136.4611;5.676993;[-158.9417, -146.6317, -134.6765, -126.4965, -108.5617, -95.20645];[-131.399, -141.329, -147.489, -150.849, -155.499, -157.609]
sample_data/254.jpg;30.07279;0.0027617961168289185;-152.0044;-137.0467;5.701271;[-158.9417, -146.6317, -134.6765, -126.4965, -108.5617, -95.20645];[-131.399, -141.329, -147.489, -150.849, -155.499, -157.609]
sample_data/255.jpg;30.07641;0.12070519477128983;-150.866;-137.762;5.722263;[-158.9417, -146.6317, -134.6765, -126.4965, -108.5617, -95.20645];[-131.399, -141.329, -147.489, -150.849, -155.499, -157.609]
sample_data/256.jpg;30.06551;0.13649402558803558;-149.9518;-138.3285;5.730762;[-158.9417, -146.6317, -134.6765, -126.4965, -108.5617, -95.20645];[-131.399, -141.329, -147.489, -150.849, -155.499, -157.609]
sample_data/257.jpg;30.04897;0.0421498604118824;-148.8164;-139.0469;5.726996;[-158.9417, -146.6317, -134.6765, -126.4965, -108.5617, -95.20645];[-131.399, -141.329, -147.489, -150.849, -155.499, -157.609]
sample_data/258.jpg;30.04652;0.07238300889730453;-147.9158;-139.6329;5.717349;[-158.9417, -146.6317, -134.6765, -126.4965, -108.5617, -95.20645];[-131.399, -141.329, -147.489, -150.849, -155.499, -157.609]
sample_data/259.jpg;30.05038;0.015962403267621994;-147.0186;-140.2245;5.708217;[-158.9417, -146.6317, -134.6765, -126.4965, -108.5617, -95.20645];[-131.399, -141.329, -147.489, -150.849, -155.499, -157.609]
sample_data/260.jpg;30.05468;-0.12413197755813599;-145.9037;-140.974;5.696519;[-146.6317, -134.6765, -126.4965, -108.5617, -95.20645, -73.86172];[-141.329, -147.489, -150.849, -155.499, -157.609, -159.129]
sample_data/261.jpg;30.0528;-0.15194201469421387;-145.0143;-141.5777;5.69007;[-146.6317, -134.6765, -126.4965, -108.5617, -95.20645, -73.86172];[-141.329, -147.489, -150.849, -155.499, -157.609, -159.129]
sample_data/262.jpg;30.02996;-0.18307018280029297;-143.8949;-142.3194;5.694751;[-146.6317, -134.6765, -126.4965, -108.5617, -95.20645, -73.86172];[-141.329, -147.489, -150.849, -155.499, -157.609, -159.129]
sample_data/263.jpg;30.01525;-0.15069927275180817;-142.7605;-143.0364;5.711552;[-146.6317, -134.6765, -126.4965, -108.5617, -95.20645, -73.86172];[-141.329, -147.489, -150.849, -155.499, -157.609, -159.129]
sample_data/264.jpg;30.01212;-0.12318601459264755;-141.8395;-143.5875;5.731247;[-146.6317, -134.6765, -126.4965, -108.5617, -95.20645, -73.86172];[-141.329, -147.489, -150.849, -155.499, -157.609, -159.129]
sample_data/265.jpg;30.01752;-0.12973275780677795;-140.6722;-144.2491;5.758362;[-146.6317, -134.6765, -126.4965, -108.5617, -95.20645, -73.86172];[-141.329, -147.489, -150.849, -155.499, -157.609, -159.129]
sample_data/266.jpg;30.02449;-0.16161015629768372;-139.7264;-144.7573;5.779982;[-146.6317, -134.6765, -126.4965, -108.5617, -95.20645, -73.86172];[-141.329, -147.489, -150.849, -155.499, -157.609, -159.129]
sample_data/267.jpg;30.02892;-0.06894341856241226;-138.5293;-145.3646;5.80725;[-146.6317, -134.6765, -126.4965, -108.5617, -95.20645, -73.86172];[-141.329, -147.489, -150.849, -155.499, -157.609, -159.129]
sample_data/268.jpg;30.03329;-0.06234423816204071;-137.5596;-145.8263;5.829597;[-146.6317, -134.6765, -126.4965, -108.5617, -95.20645, -73.86172];[-141.329, -147.489, -150.849, -155.499, -157.609, -159.129]
sample_data/269.jpg;30.04223;-0.06334947794675827;-136.3374;-146.3824;5.8525;[-146.6317, -134.6765, -126.4965, -108.5617, -95.20645, -73.86172];[-141.329, -147.489, -150.849, -155.499, -157.609, -159.129]
sample_data/270.jpg;30.04794;0.011107027530670166;-135.3526;-146.8124;5.867775;[-146.6317, -134.6765, -126.4965, -108.5617, -95.20645, -73.86172];[-141.329, -147.489, -150.849, -155.499, -157.609, -159.129]
sample_data/271.jpg;30.05205;0.08931134641170502;-134.1145;-147.3336;5.883593;[-134.6765, -126.4965, -108.5617, -95.20645, -73.86172, -42.38173];[-147.489, -150.849, -155.499, -157.609, -159.129, -159.099]
sample_data/272.jpg;30.04793;0.08298535645008087;-133.1222;-147.7465;5.889925;[-134.6765, -126.4965, -108.5617, -95.20645, -73.86172, -42.38173];[-147.489, -150.849, -155.499, -157.609, -159.129, -159.099]
sample_data/273.jpg;30.04268;0.052971597760915756;-131.8856;-148.2706;5.887592;[-134.6765, -126.4965, -108.5617, -95.20645, -73.86172, -42.38173];[-147.489, -150.849, -155.499, -157.609, -159.129, -159.099]
sample_data/274.jpg;30.04384;0.009396307170391083;-130.8998;-148.6979;5.88138;[-134.6765, -126.4965, -108.5617, -95.20645, -73.86172, -42.38173];[-147.489, -150.849, -155.499, -157.609, -159.129, -159.099]
sample_data/275.jpg;30.04772;-0.02083270251750946;-129.6708;-149.2399;5.872867;[-134.6765, -126.4965, -108.5617, -95.20645, -73.86172, -42.38173];[-147.489, -150.849, -155.499, -157.609, -159.129, -159.099]
sample_data/276.jpg;30.04996;-0.13053272664546967;-128.6887;-149.6762;5.86817;[-134.6765, -126.4965, -108.5617, -95.20645, -73.86172, -42.38173];[-147.489, -150.849, -155.499, -157.609, -159.129, -159.099]
sample_data/277.jpg;30.04187;-0.12605638802051544;-127.4597;-150.2183;5.867661;[-134.6765, -126.4965, -108.5617, -95.20645, -73.86172, -42.38173];[-147.489, -150.849, -155.499, -157.609, -159.129, -159.099]
sample_data/278.jpg;30.03145;-0.13855692744255066;-126.4709;-150.638;5.87558;[-134.6765, -126.4965, -108.5617, -95.20645, -73.86172, -42.38173];[-147.489, -150.849, -155.499, -157.609, -159.129, -159.099]
sample_data/279.jpg;30.02689;-0.1632842719554901;-125.2264;-151.1411;5.892134;[-126.4965, -108.5617, -95.20645, -73.86172, -42.38173, -24.50172];[-150.849, -155.499, -157.609, -159.129, -159.099, -157.469]
sample_data/280.jpg;30.02348;-0.1421988159418106;-123.9708;-151.6156;5.914099;[-126.4965, -108.5617, -95.20645, -73.86172, -42.38173, -24.50172];[-150.849, -155.499, -157.609, -159.129, -159.099, -157.469]
sample_data/281.jpg;30.02319;-0.06530158221721649;-122.9576;-151.9709;5.934993;[-126.4965, -108.5617, -95.20645, -73.86172, -42.38173, -24.50172];[-150.849, -155.499, -157.609, -159.129, -159.099, -157.469]
sample_data/282.jpg;30.0287;-0.09922206401824951;-121.6812;-152.386;5.961434;[-126.4965, -108.5617, -95.20645, -73.86172, -42.38173, -24.50172];[-150.849, -155.499, -157.609, -159.129, -159.099, -157.469]
sample_data/283.jpg;30.03437;-0.05795358866453171;-120.6542;-152.7004;5.979495;[-126.4965, -108.5617, -95.20645, -73.86172, -42.38173, -24.50172];[-150.849, -155.499, -157.609, -159.129, -159.099, -157.469]
sample_data/284.jpg;30.04015;-0.06507764011621475;-119.3633;-153.0702;6.000595;[-126.4965, -108.5617, -95.20645, -73.86172, -42.38173, -24.50172];[-150.849, -155.499, -157.609, -159.129, -159.099, -157.469]
sample_data/285.jpg;30.04449;-0.06973578780889511;-118.3262;-153.3508;6.015025;[-126.4965, -108.5617, -95.20645, -73.86172, -42.38173, -24.50172];[-150.849, -155.499, -157.609, -159.129, -159.099, -157.469]
sample_data/286.jpg;30.04836;-0.10626980662345886;-117.0248;-153.6834;6.031319;[-126.4965, -108.5617, -95.20645, -73.86172, -42.38173, -24.50172];[-150.849, -155.499, -157.609, -159.129, -159.099, -157.469]
sample_data/287.jpg;30.04846;-0.05744213983416557;-115.9799;-153.9343;6.04418;[-126.4965, -108.5617, -95.20645, -73.86172, -42.38173, -24.50172];[-150.849, -155.499, -157.609, -159.129, -159.099, -157.469]
sample_data/288.jpg;30.0489;-0.0027445852756500244;-114.6685;-154.2253;6.061811;[-126.4965, -108.5617, -95.20645, -73.86172, -42.38173, -24.50172];[-150.849, -155.499, -157.609, -159.129, -159.099, -157.469]
sample_data/289.jpg;30.05075;-0.04013526067137718;-113.6166;-154.4452;6.073786;[-126.4965, -108.5617, -95.20645, -73.86172, -42.38173, -24.50172];[-150.849, -155.499, -157.609, -159.129, -159.099, -157.469]
sample_data/290.jpg;30.05257;-0.007924120873212814;-112.2998;-154.7115;6.083857;[-126.4965, -108.5617, -95.20645, -73.86172, -42.38173, -24.50172];[-150.849, -155.499, -157.609, -159.129, -159.099, -157.469]
sample_data/291.jpg;30.05397;0.012370631098747253;-111.2446;-154.9161;6.090949;[-126.4965, -108.5617, -95.20645, -73.86172, -42.38173, -24.50172];[-150.849, -155.499, -157.609, -159.129, -159.099, -157.469]
sample_data/292.jpg;30.05513;-0.005928762257099152;-109.9244;-155.1653;6.097195;[-126.4965, -108.5617, -95.20645, -73.86172, -42.38173, -24.50172];[-150.849, -155.499, -157.609, -159.129, -159.099, -157.469]
sample_data/293.jpg;30.05594;-0.015354238450527191;-108.6036;-155.4119;6.100206;[-126.4965, -108.5617, -95.20645, -73.86172, -42.38173, -24.50172];[-150.849, -155.499, -157.609, -159.129, -159.099, -157.469]
sample_data/294.jpg;30.0565;-0.03293292969465256;-107.5465;-155.6066;6.102056;[-108.5617, -95.20645, -73.86172, -42.38173, -24.50172, 2.908264];[-155.499, -157.609, -159.129, -159.099, -157.469, -153.909]
sample_data/295.jpg;30.05666;-0.04837014526128769;-106.2242;-155.8456;6.104869;[-108.5617, -95.20645, -73.86172, -42.38173, -24.50172, 2.908264];[-155.499, -157.609, -159.129, -159.099, -157.469, -153.909]
sample_data/296.jpg;30.05585;-0.0338175892829895;-105.1655;-156.0314;6.108415;[-108.5617, -95.20645, -73.86172, -42.38173, -24.50172, 2.908264];[-155.499, -157.609, -159.129, -159.099, -157.469, -153.909]
sample_data/297.jpg;30.05524;-0.03680812940001488;-103.8406;-156.2547;6.114727;[-108.5617, -95.20645, -73.86172, -42.38173, -24.50172, 2.908264];[-155.499, -157.609, -159.129, -159.099, -157.469, -153.909]
sample_data/298.jpg;30.05526;-0.004047159105539322;-102.7796;-156.4268;6.120113;[-108.5617, -95.20645, -73.86172, -42.38173, -24.50172, 2.908264];[-155.499, -157.609, -159.129, -159.099, -157.469, -153.909]
sample_data/299.jpg;30.05524;-0.06140831112861633;-101.4521;-156.6343;6.12675;[-108.5617, -95.20645, -73.86172, -42.38173, -24.50172, 2.908264];[-155.499, -157.609, -159.129, -159.099, -157.469, -153.909]
sample_data/300.jpg;30.05397;-0.051065593957901;-100.3895;-156.7957;6.131238;[-108.5617, -95.20645, -73.86172, -42.38173, -24.50172, 2.908264];[-155.499, -157.609, -159.129, -159.099, -157.469, -153.909]
sample_data/301.jpg;30.05217;-0.07475455105304718;-99.05955;-156.986;6.139247;[-108.5617, -95.20645, -73.86172, -42.38173, -24.50172, 2.908264];[-155.499, -157.609, -159.129, -159.099, -157.469, -153.909]
sample_data/302.jpg;30.05067;-0.13515318930149078;-97.99433;-157.1288;6.146803;[-108.5617, -95.20645, -73.86172, -42.38173, -24.50172, 2.908264];[-155.499, -157.609, -159.129, -159.099, -157.469, -153.909]
sample_data/303.jpg;30.0437;-0.08387266844511032;-96.66086;-157.2906;6.159295;[-108.5617, -95.20645, -73.86172, -42.38173, -24.50172, 2.908264];[-155.499, -157.609, -159.129, -159.099, -157.469, -153.909]
sample_data/304.jpg;30.03751;-0.004709966480731964;-95.59219;-157.4002;6.173654;[-108.5617, -95.20645, -73.86172, -42.38173, -24.50172, 2.908264];[-155.499, -157.609, -159.129, -159.099, -157.469, -153.909]
sample_data/305.jpg;30.03815;-0.01330876350402832;-94.25452;-157.5177;6.190927;[-95.20645, -73.86172, -42.38173, -24.50172, 2.908264, 22.10828];[-157.609, -159.129, -159.099, -157.469, -153.909, -151.629]
sample_data/306.jpg;30.03945;0.0930650606751442;-92.91596;-157.625;6.202058;[-95.20645, -73.86172, -42.38173, -24.50172, 2.908264, 22.10828];[-157.609, -159.129, -159.099, -157.469, -153.909, -151.629]
sample_data/307.jpg;30.0337;0.05578010901808739;-91.84486;-157.7072;6.20685;[-95.20645, -73.86172, -42.38173, -24.50172, 2.908264, 22.10828];[-157.609, -159.129, -159.099, -157.469, -153.909, -151.629]
sample_data/308.jpg;30.02759;0.05933721736073494;-90.50722;-157.82;6.203551;[-95.20645, -73.86172, -42.38173, -24.50172, 2.908264, 22.10828];[-157.609, -159.129, -159.099, -157.469, -153.909, -151.629]
sample_data/309.jpg;30.02815;0.02399437129497528;-89.43775;-157.9174;6.19805;[-95.20645, -73.86172, -42.38173, -24.50172, 2.908264, 22.10828];[-157.609, -159.129, -159.099, -157.469, -153.909, -151.629]
sample_data/310.jpg;30.03012;-0.020308516919612885;-88.10176;-158.0487;6.1896;[-95.20645, -73.86172, -42.38173, -24.50172, 2.908264, 22.10828];[-157.609, -159.129, -159.099, -157.469, -153.909, -151.629]
sample_data/311.jpg;30.03112;-0.04958460479974747;-87.03336;-158.1582;6.184228;[-95.20645, -73.86172, -42.38173, -24.50172, 2.908264, 22.10828];[-157.609, -159.129, -159.099, -157.469, -153.909, -151.629]
sample_data/312.jpg;30.03073;-0.025060229003429413;-85.69775;-158.2941;6.181949;[-95.20645, -73.86172, -42.38173, -24.50172, 2.908264, 22.10828];[-157.609, -159.129, -159.099, -157.469, -153.909, -151.629]
sample_data/313.jpg;30.03127;-0.0475417897105217;-84.36157;-158.4242;6.184112;[-95.20645, -73.86172, -42.38173, -24.50172, 2.908264, 22.10828];[-157.609, -159.129, -159.099, -157.469, -153.909, -151.629]
sample_data/314.jpg;30.03201;-0.05796099454164505;-83.29224;-158.5246;6.187085;[-95.20645, -73.86172, -42.38173, -24.50172, 2.908264, 22.10828];[-157.609, -159.129, -159.099, -157.469, -153.909, -151.629]
sample_data/315.jpg;30.03228;-0.01961085945367813;-81.9548;-158.6419;6.19316;[-95.20645, -73.86172, -42.38173, -24.50172, 2.908264, 22.10828];[-157.609, -159.129, -159.099, -157.469, -153.909, -151.629]
sample_data/316.jpg;30.033;0.022524699568748474;-80.88419;-158.728;6.199293;[-95.20645, -73.86172, -42.38173, -24.50172, 2.908264, 22.10828];[-157.609, -159.129, -159.099, -157.469, -153.909, -151.629]
sample_data/317.jpg;30.03401;-0.049878962337970734;-79.81322;-158.8099;6.204356;[-95.20645, -73.86172, -42.38173, -24.50172, 2.908264, 22.10828];[-157.609, -159.129, -159.099, -157.469, -153.909, -151.629]
sample_data/318.jpg;30.03308;-0.060457125306129456;-78.4744;-158.9109;6.207839;[-95.20645, -73.86172, -42.38173, -24.50172, 2.908264, 22.10828];[-157.609, -159.129, -159.099, -157.469, -153.909, -151.629]
sample_data/319.jpg;30.03203;-0.04519061744213104;-77.13496;-159.0025;6.213711;[-95.20645, -73.86172, -42.38173, -24.50172, 2.908264, 22.10828];[-157.609, -159.129, -159.099, -157.469, -153.909, -151.629]
sample_data/320.jpg;30.03202;-0.051774054765701294;-76.06285;-159.0668;6.220198;[-95.20645, -73.86172, -42.38173, -24.50172, 2.908264, 22.10828];[-157.609, -159.129, -159.099, -157.469, -153.909, -151.629]
sample_data/321.jpg;30.03274;-0.034906111657619476;-74.72211;-159.1368;6.228886;[-95.20645, -73.86172, -42.38173, -24.50172, 2.908264, 22.10828];[-157.609, -159.129, -159.099, -157.469, -153.909, -151.629]
sample_data/322.jpg;30.03344;-0.06483335047960281;-73.64907;-159.184;6.236185;[-73.86172, -42.38173, -24.50172, 2.908264, 22.10828, 47.20827];[-159.129, -159.099, -157.469, -153.909, -151.629, -148.129]
sample_data/323.jpg;30.03361;-0.09305188804864883;-72.30733;-159.233;6.245015;[-73.86172, -42.38173, -24.50172, 2.908264, 22.10828, 47.20827];[-159.129, -159.099, -157.469, -153.909, -151.629, -148.129]
sample_data/324.jpg;30.03138;-0.05688431113958359;-71.23364;-159.2609;6.253648;[-73.86172, -42.38173, -24.50172, 2.908264, 22.10828, 47.20827];[-159.129, -159.099, -157.469, -153.909, -151.629, -148.129]
sample_data/325.jpg;30.02982;0.008837786503136158;-69.89129;-159.2777;6.267172;[-73.86172, -42.38173, -24.50172, 2.908264, 22.10828, 47.20827];[-159.129, -159.099, -157.469, -153.909, -151.629, -148.129]
sample_data/326.jpg;30.02983;0.0028672071639448404;-68.81732;-159.2804;6.276854;[-73.86172, -42.38173, -24.50172, 2.908264, 22.10828, 47.20827];[-159.129, -159.099, -157.469, -153.909, -151.629, -148.129]
sample_data/327.jpg;30.03008;0.03688472881913185;-67.47485;-159.2794;0.0006937535;[-73.86172, -42.38173, -24.50172, 2.908264, 22.10828, 47.20827];[-159.129, -159.099, -157.469, -153.909, -151.629, -148.129]
sample_data/328.jpg;30.02975;0.007028648629784584;-66.40089;-159.2765;0.00349926;[-73.86172, -42.38173, -24.50172, 2.908264, 22.10828, 47.20827];[-159.129, -159.099, -157.469, -153.909, -151.629, -148.129]
sample_data/329.jpg;30.02955;0.035604409873485565;-65.05846;-159.2754;0.003232811;[-73.86172, -42.38173, -24.50172, 2.908264, 22.10828, 47.20827];[-159.129, -159.099, -157.469, -153.909, -151.629, -148.129]
sample_data/330.jpg;30.02976;-0.06887121498584747;-63.98449;-159.2755;0.002098438;[-73.86172, -42.38173, -24.50172, 2.908264, 22.10828, 47.20827];[-159.129, -159.099, -157.469, -153.909, -151.629, -148.129]
sample_data/331.jpg;30.02619;-0.01346866600215435;-62.64209;-159.2784;6.283102;[-73.86172, -42.38173, -24.50172, 2.908264, 22.10828, 47.20827];[-159.129, -159.099, -157.469, -153.909, -151.629, -148.129]
sample_data/332.jpg;30.02319;-0.006173534318804741;-61.29993;-159.2724;0.003281148;[-73.86172, -42.38173, -24.50172, 2.908264, 22.10828, 47.20827];[-159.129, -159.099, -157.469, -153.909, -151.629, -148.129]
sample_data/333.jpg;30.02417;-0.05235684663057327;-60.22622;-159.2641;0.006125137;[-73.86172, -42.38173, -24.50172, 2.908264, 22.10828, 47.20827];[-159.129, -159.099, -157.469, -153.909, -151.629, -148.129]
sample_data/334.jpg;30.02449;-0.04826202243566513;-58.88407;-159.2505;0.009436778;[-73.86172, -42.38173, -24.50172, 2.908264, 22.10828, 47.20827];[-159.129, -159.099, -157.469, -153.909, -151.629, -148.129]
sample_data/335.jpg;30.02414;-0.0906960666179657;-57.81046;-159.2328;0.01404644;[-73.86172, -42.38173, -24.50172, 2.908264, 22.10828, 47.20827];[-159.129, -159.099, -157.469, -153.909, -151.629, -148.129]
sample_data/336.jpg;30.0222;-0.014919765293598175;-56.46869;-159.2002;0.02196722;[-73.86172, -42.38173, -24.50172, 2.908264, 22.10828, 47.20827];[-159.129, -159.099, -157.469, -153.909, -151.629, -148.129]
sample_data/337.jpg;30.02112;0.025651119649410248;-55.3957;-159.1626;0.03048813;[-73.86172, -42.38173, -24.50172, 2.908264, 22.10828, 47.20827];[-159.129, -159.099, -157.469, -153.909, -151.629, -148.129]
sample_data/338.jpg;30.02146;0.03314754366874695;-54.05467;-159.1094;0.03801383;[-73.86172, -42.38173, -24.50172, 2.908264, 22.10828, 47.20827];[-159.129, -159.099, -157.469, -153.909, -151.629, -148.129]
sample_data/339.jpg;30.02102;0.023058399558067322;-52.98186;-159.0669;0.04020827;[-73.86172, -42.38173, -24.50172, 2.908264, 22.10828, 47.20827];[-159.129, -159.099, -157.469, -153.909, -151.629, -148.129]
sample_data/340.jpg;30.02138;0.04608213156461716;-51.64073;-159.0167;0.03944807;[-73.86172, -42.38173, -24.50172, 2.908264, 22.10828, 47.20827];[-159.129, -159.099, -157.469, -153.909, -151.629, -148.129]
sample_data/341.jpg;30.02163;0.10829012840986252;-50.56771;-158.9794;0.03727054;[-73.86172, -42.38173, -24.50172, 2.908264, 22.10828, 47.20827];[-159.129, -159.099, -157.469, -153.909, -151.629, -148.129]
sample_data/342.jpg;30.01753;0.1680937558412552;-49.22622;-158.9414;0.03121105;[-73.86172, -42.38173, -24.50172, 2.908264, 22.10828, 47.20827];[-159.129, -159.099, -157.469, -153.909, -151.629, -148.129]
sample_data/343.jpg;30.00925;0.137899249792099;-48.15298;-158.9255;0.02124417;[-73.86172, -42.38173, -24.50172, 2.908264, 22.10828, 47.20827];[-159.129, -159.099, -157.469, -153.909, -151.629, -148.129]
sample_data/344.jpg;29.99704;0.008333168923854828;-46.81193;-158.9347;0.0008158594;[-73.86172, -42.38173, -24.50172, 2.908264, 22.10828, 47.20827];[-159.129, -159.099, -157.469, -153.909, -151.629, -148.129]
sample_data/345.jpg;29.99596;-0.07244507223367691;-45.47157;-158.9736;6.26158;[-73.86172, -42.38173, -24.50172, 2.908264, 22.10828, 47.20827];[-159.129, -159.099, -157.469, -153.909, -151.629, -148.129]
sample_data/346.jpg;29.99154;-0.16737423837184906;-44.39955;-159.0125;6.250556;[-73.86172, -42.38173, -24.50172, 2.908264, 22.10828, 47.20827];[-159.129, -159.099, -157.469, -153.909, -151.629, -148.129]
sample_data/347.jpg;29.97337;-0.2012268602848053;-43.05977;-159.0532;6.249562;[-73.86172, -42.38173, -24.50172, 2.908264, 22.10828, 47.20827];[-159.129, -159.099, -157.469, -153.909, -151.629, -148.129]
sample_data/348.jpg;29.97225;-0.18154481053352356;-41.98849;-159.0692;6.259031;[-42.38173, -24.50172, 2.908264, 22.10828, 47.20827, 75.06355];[-159.099, -157.469, -153.909, -151.629, -148.129, -143.929]
